"id","date","scheme_name","scheme_type","scheme_category","no_of_schemes","no_of_folios","fund_mobilized","repurchase_redemption","net_inflow_outflow","net_aum","avg_net_aum","no_of_segregated_portfolios","net_aum_in_segregated_portfolios"
2413,"01-11-2019","Balanced Hybrid Fund/Aggressive Hybrid Fund","Open ended Schemes","Hybrid Schemes",33.0,5344541.0,1817.88,6749.59,-4931.71,136543.87,138384.7,"",""
2414,"01-11-2019","Dynamic Asset Allocation/Balanced Advantage","Open ended Schemes","Hybrid Schemes",21.0,2551157.0,2477.15,2229.93,247.23,96847.01,96688.36,"",""
2415,"01-11-2019","Multi Asset Allocation","Open ended Schemes","Hybrid Schemes",7.0,610359.0,389.59,322.89,66.69,13064.18,13030.31,"",""
2416,"01-11-2019","Arbitrage Fund","Open ended Schemes","Hybrid Schemes",24.0,289260.0,9297.54,3943.98,5353.56,82682.18,81159.86,"",""
2417,"01-11-2019","Equity Savings","Open ended Schemes","Hybrid Schemes",23.0,350351.0,157.08,926.63,-769.55,15035.47,15496.63,"",""
2418,"01-11-2019","Retirement Fund","Open ended Schemes","Solution Oriented Schemes",21.0,2505290.0,200.02,89.42,110.6,9306.52,9190.03,"",""
2419,"01-11-2019","Childrens Fund","Open ended Schemes","Solution Oriented Schemes",9.0,2890835.0,68.12,40.28,27.84,8576.17,8482.92,"",""
2420,"01-11-2019","Index Funds","Open ended Schemes","Other Schemes",30.0,405021.0,432.09,419.69,12.4,7717.16,7588.09,"",""
2421,"01-11-2019","GOLD ETF","Open ended Schemes","Other Schemes",11.0,394010.0,39.93,32.26,7.68,5540.4,5514.72,"",""
2422,"01-11-2019","Other ETFs","Open ended Schemes","Other Schemes",72.0,1408342.0,5863.27,2908.8,2954.47,163923.66,161479.51,"",""
2423,"01-11-2019","Fund of funds investing overseas","Open ended Schemes","Other Schemes",29.0,143706.0,83.98,39.71,44.27,2470.22,2395.62,"",""
2424,"01-11-2019","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",739.0,867449.0,190.82,450.59,-259.77,138469.61,138301.43,"",""
2425,"01-11-2019","Capital Protection Oriented Schemes  #","Close Ended Schemes","Income/Debt Oriented Schemes",32.0,122165.0,0.0,201.39,-201.39,4814.65,4844.14,"",""
2426,"01-11-2019","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",9.0,89.0,0.0,0.0,0.0,2427.6,2423.19,"",""
2427,"01-11-2019","Other Debt","Close Ended Schemes","Income/Debt Oriented Schemes",36.0,86858.0,0.0,43.63,-43.63,3691.98,3886.07,"",""
2428,"01-11-2019","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",25.0,478491.0,0.0,26.1,-26.1,4341.48,4316.41,"",""
2429,"01-11-2019","Others","Close Ended Schemes","Growth/Equity Oriented Schemes",94.0,1256589.0,0.0,352.73,-352.73,29183.61,29012.42,"",""
2430,"01-11-2019","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",""
2431,"01-11-2019","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",24.0,4123.0,0.01,21.52,-21.52,1553.22,1557.98,"",""
2432,"01-11-2019","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",""
2433,"01-11-2019","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",""
2434,"01-11-2020","Overnight Fund","Open ended Schemes","Income/Debt Oriented Schemes",30.0,116364.0,160012.4,175560.14,-15547.73,57514.61,78033.49,"",""
2435,"01-11-2020","Liquid Fund","Open ended Schemes","Income/Debt Oriented Schemes",38.0,2164701.0,237552.95,245968.1,-8415.15,375646.62,407660.9,"",""
2436,"01-11-2020","Ultra Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",29.0,733257.0,17836.95,12462.61,5374.35,104930.96,102225.9,"",""
2437,"01-11-2020","Low Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",26.0,1134891.0,41974.88,14866.92,27107.96,150945.44,136805.3,"",""
2438,"01-11-2020","Money Market Fund","Open ended Schemes","Income/Debt Oriented Schemes",20.0,458938.0,24238.5,21250.11,2988.39,99003.22,99073.86,"",""
2439,"01-11-2020","Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",26.0,612061.0,16676.09,3582.42,13093.67,153019.41,145335.14,"",""
2440,"01-11-2020","Medium Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",19.0,291821.0,2065.81,304.77,1761.05,27375.56,26493.89,"",""
2441,"01-11-2020","Medium to Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",14.0,121753.0,278.33,145.95,132.38,11980.95,11869.16,"",""
2442,"01-11-2020","Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",2.0,30569.0,30.6,12.14,18.46,2516.95,2495.12,"",""
2443,"01-11-2020","Dynamic Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",27.0,286866.0,1152.04,312.05,839.98,25061.81,24601.8,"",""
2444,"01-11-2020","Corporate Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",20.0,639905.0,14124.34,3031.21,11093.14,149604.32,142516.39,"",""
2445,"01-11-2020","Credit Risk Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,372020.0,400.79,416.18,-15.39,28545.08,28397.68,"",""
2446,"01-11-2020","Banking and PSU Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,358114.0,10009.03,6134.29,3874.75,123449.38,120774.13,"",""
2447,"01-11-2020","Gilt Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,217987.0,1577.11,1471.49,105.62,20301.89,20279.49,"",""
2448,"01-11-2020","Gilt Fund with 10 year constant duration","Open ended Schemes","Income/Debt Oriented Schemes",4.0,57593.0,105.73,34.07,71.66,1525.17,1493.64,"",""
2449,"01-11-2020","Floater Fund","Open ended Schemes","Income/Debt Oriented Schemes",8.0,204728.0,6385.86,3885.14,2500.72,55707.61,54349.01,"",""
2450,"01-11-2020","Multi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",35.0,9495460.0,2470.51,5312.6,-2842.08,160052.72,155720.57,"",""
2451,"01-11-2020","Large Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",31.0,10316712.0,2639.07,5928.25,-3289.18,163104.47,160127.21,"",""
2452,"01-11-2020","Large & Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",28.0,4834111.0,1341.83,1956.99,-615.16,66391.81,64156.82,"",""
2453,"01-11-2020","Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,6441713.0,1798.3,3115.44,-1317.15,100696.95,95865.62,"",""
2454,"01-11-2020","Small Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",23.0,4959637.0,1057.27,2088.5,-1031.23,59209.51,56296.5,"",""
2455,"01-11-2020","Dividend Yield Fund","Open ended Schemes","Growth/Equity Oriented Schemes",6.0,448580.0,18.65,89.0,-70.35,4409.67,4292.74,"",""
2456,"01-11-2020","Value Fund/Contra Fund","Open ended Schemes","Growth/Equity Oriented Schemes",17.0,3886059.0,596.71,1919.84,-1323.13,56573.11,55273.3,"",""
2457,"01-11-2020","Focused Fund","Open ended Schemes","Growth/Equity Oriented Schemes",25.0,3753444.0,1454.17,2091.54,-637.37,60524.69,58604.06,"",""
2458,"01-11-2020","Sectoral/Thematic Funds","Open ended Schemes","Growth/Equity Oriented Schemes",98.0,7029274.0,1928.51,2916.16,-987.66,75594.14,73033.46,"",""
2459,"01-11-2020","ELSS","Open ended Schemes","Growth/Equity Oriented Schemes",42.0,12385407.0,890.8,1694.86,-804.06,110953.33,107404.67,"",""
2460,"01-11-2020","Conservative Hybrid Fund","Open ended Schemes","Hybrid Schemes",22.0,377917.0,371.39,231.53,139.85,11826.39,11602.23,"",""
2461,"01-11-2020","Balanced Hybrid Fund/Aggressive Hybrid Fund","Open ended Schemes","Hybrid Schemes",33.0,4918476.0,997.95,4729.08,-3731.14,118310.28,116688.45,"",""
2462,"01-11-2020","Dynamic Asset Allocation/Balanced Advantage","Open ended Schemes","Hybrid Schemes",23.0,2674916.0,2041.73,2775.38,-733.65,94088.57,93038.14,"",""
2463,"01-11-2020","Multi Asset Allocation","Open ended Schemes","Hybrid Schemes",10.0,721631.0,300.94,479.35,-178.4,13533.39,13827.31,"",""
2464,"01-11-2020","Arbitrage Fund","Open ended Schemes","Hybrid Schemes",27.0,397903.0,2913.32,3252.02,-338.7,62781.38,68680.17,"",""
2465,"01-11-2020","Equity Savings","Open ended Schemes","Hybrid Schemes",23.0,298466.0,104.36,511.5,-407.15,10032.18,10231.69,"",""
2466,"01-11-2020","Retirement Fund","Open ended Schemes","Solution Oriented Schemes",24.0,2546069.0,150.68,144.77,5.92,11407.89,11140.49,"",""
2467,"01-11-2020","Childrens Fund","Open ended Schemes","Solution Oriented Schemes",10.0,2890935.0,56.06,47.34,8.72,9866.12,9621.71,"",""
2468,"01-11-2020","Index Funds","Open ended Schemes","Other Schemes",37.0,775616.0,712.57,935.15,-222.58,14301.16,13991.96,"",""
2469,"01-11-2020","GOLD ETF","Open ended Schemes","Other Schemes",11.0,838149.0,475.8,616.89,-141.09,13239.88,13788.94,"",""
2470,"01-11-2020","Other ETFs","Open ended Schemes","Other Schemes",88.0,3248481.0,9040.94,8399.94,641.0,233668.7,226083.6,"",""
2471,"01-11-2020","Fund of funds investing overseas","Open ended Schemes","Other Schemes",29.0,464020.0,595.95,184.48,411.46,7641.98,7390.69,"",""
2472,"01-11-2020","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",582.0,521582.0,0.0,234.58,-234.58,118458.77,118259.18,"",""
2473,"01-11-2020","Capital Protection Oriented Schemes","Close Ended Schemes","Income/Debt Oriented Schemes",22.0,59827.0,0.0,0.0,0.0,2628.95,2612.0,"",""
2474,"01-11-2020","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",9.0,89.0,0.0,0.0,0.0,2328.02,2324.63,"",""
2475,"01-11-2020","Other Debt","Close Ended Schemes","Income/Debt Oriented Schemes",9.0,18947.0,0.0,0.0,0.0,779.43,791.54,"",""
2476,"01-11-2020","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",25.0,457228.0,0.0,33.9,-33.9,4438.91,4292.49,"",""
2477,"01-11-2020","Others","Close Ended Schemes","Growth/Equity Oriented Schemes",73.0,1113484.0,0.0,52.74,-52.74,26547.9,25487.99,"",""
2478,"01-11-2020","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",""
2479,"01-11-2020","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",23.0,3632.0,0.0,5.37,-5.37,385.14,386.99,"",""
2480,"01-11-2020","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",""
2481,"01-11-2020","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",""
2482,"01-11-2021","Overnight Fund","Open ended Schemes","Income/Debt Oriented Schemes",30.0,302779.0,379809.55,391933.01,-12123.46,89093.71,115724.67,0.0,0.0
2483,"01-11-2021","Liquid Fund","Open ended Schemes","Income/Debt Oriented Schemes",39.0,1942065.0,277564.82,224313.54,53251.28,369014.99,368710.82,0.0,0.0
2484,"01-11-2021","Ultra Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",28.0,642763.0,16634.28,21204.98,-4570.7,96333.3,98622.56,0.0,0.0
2485,"01-11-2021","Low Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",24.0,1125302.0,15025.78,21699.98,-6674.2,138356.25,141711.03,2.0,14.64
2486,"01-11-2021","Money Market Fund","Open ended Schemes","Income/Debt Oriented Schemes",20.0,437205.0,24928.71,25423.13,-494.41,121079.43,120303.28,0.0,0.0
2487,"01-11-2021","Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",27.0,620008.0,7139.11,6653.28,485.83,141278.17,140233.86,1.0,11.74
2488,"01-11-2021","Medium Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",16.0,297730.0,1211.18,1739.72,-528.55,35919.55,36316.73,6.0,328.4432
2489,"01-11-2021","Medium to Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",13.0,120097.0,1054.88,153.92,900.96,14141.05,13678.61,1.0,16.56
2490,"01-11-2021","Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",2.0,25703.0,23.26,18.69,4.57,2618.95,2598.74,0.0,0.0
2491,"01-11-2021","Dynamic Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",26.0,247463.0,858.58,1620.45,-761.87,27318.33,27980.91,2.0,129.05
2492,"01-11-2021","Corporate Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",20.0,697848.0,3454.93,8048.36,-4593.43,156155.08,158221.64,0.0,0.0
2493,"01-11-2021","Credit Risk Fund","Open ended Schemes","Income/Debt Oriented Schemes",16.0,281760.0,637.04,385.86,251.18,28356.03,28108.76,8.0,232.6481
2494,"01-11-2021","Banking and PSU Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,355192.0,1493.84,5687.17,-4193.32,113169.43,115356.52,0.0,0.0
2495,"01-11-2021","Gilt Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,189553.0,639.45,1504.82,-865.37,16576.97,16931.26,0.0,0.0
2496,"01-11-2021","Gilt Fund with 10 year constant duration","Open ended Schemes","Income/Debt Oriented Schemes",4.0,48748.0,62.27,88.5,-26.23,1415.0,1411.52,0.0,0.0
2497,"01-11-2021","Floater Fund","Open ended Schemes","Income/Debt Oriented Schemes",12.0,285575.0,5569.18,10738.38,-5169.19,101222.07,105280.92,0.0,0.0
2498,"01-11-2021","Multi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",12.0,1938528.0,771.84,424.22,347.62,31543.38,32835.42,0.0,0.0
2499,"01-11-2021","Large Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",33.0,11740508.0,4352.16,2727.76,1624.41,214414.3,223295.22,0.0,0.0
2500,"01-11-2021","Large & Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",28.0,5976466.0,2473.54,1248.13,1225.41,100135.1,103449.44,0.0,0.0
2501,"01-11-2021","Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",28.0,8014405.0,3256.08,1976.32,1279.76,152893.94,158045.33,0.0,0.0
2502,"01-11-2021","Small Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",25.0,6849028.0,2347.49,1565.84,781.65,100479.09,102358.11,0.0,0.0
2503,"01-11-2021","Dividend Yield Fund","Open ended Schemes","Growth/Equity Oriented Schemes",8.0,549717.0,157.83,103.9,53.93,9292.34,9617.7,0.0,0.0
2504,"01-11-2021","Value Fund/Contra Fund","Open ended Schemes","Growth/Equity Oriented Schemes",22.0,3918225.0,1361.2,922.61,438.59,74754.96,77770.96,0.0,0.0
2505,"01-11-2021","Focused Fund","Open ended Schemes","Growth/Equity Oriented Schemes",27.0,4738982.0,2625.03,1118.37,1506.66,94285.45,96499.97,0.0,0.0
2506,"01-11-2021","Sectoral/Thematic Funds","Open ended Schemes","Growth/Equity Oriented Schemes",114.0,10587595.0,4781.64,3259.33,1522.31,139553.87,143107.47,0.0,0.0
2507,"01-11-2021","ELSS","Open ended Schemes","Growth/Equity Oriented Schemes",42.0,13113916.0,1555.28,1380.99,174.29,146246.63,151995.93,0.0,0.0
2508,"01-11-2021","Flexi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",28.0,10745464.0,5408.63,2748.53,2660.11,214649.76,221727.77,0.0,0.0
2509,"01-11-2021","Conservative Hybrid Fund","Open ended Schemes","Hybrid Schemes",21.0,476918.0,862.26,348.43,513.83,19118.23,19028.45,2.0,45.78
2510,"01-11-2021","Balanced Hybrid Fund/Aggressive Hybrid Fund","Open ended Schemes","Hybrid Schemes",34.0,4923718.0,2694.11,2045.77,648.34,142499.91,146596.35,2.0,9.3273
2511,"01-11-2021","Dynamic Asset Allocation/Balanced Advantage Fund","Open ended Schemes","Hybrid Schemes",26.0,3954388.0,8267.81,2173.78,6094.03,164657.92,167724.03,0.0,0.0
2512,"01-11-2021","Multi Asset Allocation Fund","Open ended Schemes","Hybrid Schemes",10.0,761713.0,579.21,327.99,251.22,18296.31,19676.24,0.0,0.0
2513,"01-11-2021","Arbitrage Fund","Open ended Schemes","Hybrid Schemes",26.0,505671.0,7883.31,6838.09,1045.23,104943.51,118373.86,0.0,0.0
2514,"01-11-2021","Equity Savings Fund","Open ended Schemes","Hybrid Schemes",23.0,333416.0,1636.74,767.35,869.39,15834.64,16423.21,2.0,25.8129
2515,"01-11-2021","Retirement Fund","Open ended Schemes","Solution Oriented Schemes",25.0,2661411.0,205.16,122.27,82.9,16156.28,16520.05,0.0,0.0
2516,"01-11-2021","Childrens Fund","Open ended Schemes","Solution Oriented Schemes",10.0,2882784.0,110.09,52.41,57.68,12894.45,13134.39,0.0,0.0
2517,"01-11-2021","Index Funds","Open ended Schemes","Other Schemes",59.0,1936229.0,4113.19,592.48,3520.71,40240.13,39557.96,0.0,0.0
2518,"01-11-2021","GOLD ETF","Open ended Schemes","Other Schemes",11.0,2929383.0,701.68,19.18,682.5,18104.07,17665.8,0.0,0.0
2519,"01-11-2021","Other ETFs","Open ended Schemes","Other Schemes",105.0,7940454.0,9427.95,2945.18,6482.77,364744.82,372203.88,0.0,0.0
2520,"01-11-2021","Fund of funds investing overseas","Open ended Schemes","Other Schemes",41.0,1165835.0,773.44,435.19,338.25,24189.44,24378.55,0.0,0.0
2521,"01-11-2021","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",287.0,196326.0,796.99,790.01,6.98,47509.88,47127.68,0.0,0.0
2522,"01-11-2021","Capital Protection Oriented Schemes","Close Ended Schemes","Income/Debt Oriented Schemes",13.0,30747.0,0.0,0.01,-0.01,1604.49,1612.54,0.0,0.0
2523,"01-11-2021","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",8.0,80.0,0.0,0.0,0.0,1903.09,1897.71,0.0,0.0
2524,"01-11-2021","Other Debt Scheme","Close Ended Schemes","Income/Debt Oriented Schemes",1.0,718.0,0.0,0.0,0.0,60.7,61.22,0.0,0.0
2525,"01-11-2021","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",20.0,320824.0,0.0,57.73,-57.73,3854.75,4015.51,0.0,0.0
2526,"01-11-2021","Other Equity Schemes","Close Ended Schemes","Growth/Equity Oriented Schemes",24.0,175136.0,0.0,870.23,-870.23,6669.89,7349.38,0.0,0.0
2527,"01-11-2021","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,"01-11-2021","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",21.0,3113.0,0.04,8.56,-8.52,122.22,135.63,0.0,0.0
2529,"01-11-2021","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2530,"01-11-2021","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2531,"01-11-2022","Overnight Fund","Open ended Schemes","Income/Debt Oriented Schemes",32.0,619181.0,408744.62,440672.87,-31928.25,103324.44,141582.8,0.0,0.0
2532,"01-11-2022","Liquid Fund","Open ended Schemes","Income/Debt Oriented Schemes",36.0,1768502.0,314709.78,280433.34,34276.44,409715.0,420618.92,0.0,0.0
2533,"01-11-2022","Ultra Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",25.0,630915.0,12753.94,15635.97,-2882.03,86350.33,88205.57,0.0,0.0
2534,"01-11-2022","Low Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",21.0,974624.0,6488.19,6571.94,-83.74,93927.03,93564.75,1.0,0.0
2535,"01-11-2022","Money Market Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,424007.0,20369.55,15427.23,4942.32,111454.79,108312.11,0.0,0.0
2536,"01-11-2022","Short Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",25.0,520688.0,2299.06,4212.78,-1913.72,94126.18,94769.37,0.0,0.0
2537,"01-11-2022","Medium Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",15.0,255023.0,254.21,717.98,-463.77,27762.27,27855.71,3.0,0.0
2538,"01-11-2022","Medium to Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",12.0,107203.0,39.2,148.88,-109.68,8867.06,8878.37,0.0,0.0
2539,"01-11-2022","Long Duration Fund","Open ended Schemes","Income/Debt Oriented Schemes",3.0,26293.0,187.4,19.11,168.29,3126.54,3046.77,0.0,0.0
2540,"01-11-2022","Dynamic Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",23.0,217928.0,915.54,571.07,344.48,22936.58,22690.56,0.0,0.0
2541,"01-11-2022","Corporate Bond Fund","Open ended Schemes","Income/Debt Oriented Schemes",20.0,621178.0,5912.44,2445.99,3466.45,115842.87,111606.11,0.0,0.0
2542,"01-11-2022","Credit Risk Fund","Open ended Schemes","Income/Debt Oriented Schemes",15.0,252907.0,292.63,496.73,-204.11,25508.34,25507.37,3.0,0.0
2543,"01-11-2022","Banking and PSU Fund","Open ended Schemes","Income/Debt Oriented Schemes",23.0,306337.0,798.77,2663.64,-1864.87,75286.77,76017.06,0.0,0.0
2544,"01-11-2022","Gilt Fund","Open ended Schemes","Income/Debt Oriented Schemes",22.0,169251.0,360.03,160.48,199.55,16262.19,16103.41,0.0,0.0
2545,"01-11-2022","Gilt Fund with 10 year constant duration","Open ended Schemes","Income/Debt Oriented Schemes",5.0,42652.0,78.45,36.75,41.7,1588.97,1559.12,0.0,0.0
2546,"01-11-2022","Floater Fund","Open ended Schemes","Income/Debt Oriented Schemes",12.0,246435.0,2272.13,2592.61,-320.48,60834.84,60766.31,0.0,0.0
2547,"01-11-2022","Multi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",15.0,3728778.0,1347.05,1176.56,170.49,66569.84,65569.45,0.0,0.0
2548,"01-11-2022","Large Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",30.0,12861604.0,3152.02,4190.86,-1038.84,250691.1,246261.33,0.0,0.0
2549,"01-11-2022","Large & Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,7485176.0,2516.49,1923.57,592.92,130047.07,127812.4,0.0,0.0
2550,"01-11-2022","Mid Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",28.0,9952029.0,3591.89,2415.58,1176.31,186335.38,183811.1,0.0,0.0
2551,"01-11-2022","Small Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",23.0,9751585.0,3715.32,2337.07,1378.24,129947.56,127191.61,0.0,0.0
2552,"01-11-2022","Dividend Yield Fund","Open ended Schemes","Growth/Equity Oriented Schemes",8.0,590115.0,94.77,218.03,-123.26,10511.25,10363.0,0.0,0.0
2553,"01-11-2022","Value Fund/Contra Fund","Open ended Schemes","Growth/Equity Oriented Schemes",22.0,4389832.0,1256.58,1132.93,123.65,91907.1,89917.85,0.0,0.0
2554,"01-11-2022","Focused Fund","Open ended Schemes","Growth/Equity Oriented Schemes",26.0,5318079.0,1650.07,1933.6,-283.53,106999.47,105622.54,0.0,0.0
2555,"01-11-2022","Sectoral/Thematic Funds","Open ended Schemes","Growth/Equity Oriented Schemes",123.0,12818711.0,5908.79,4529.11,1379.68,173537.45,168958.0,0.0,0.0
2556,"01-11-2022","ELSS","Open ended Schemes","Growth/Equity Oriented Schemes",40.0,14465663.0,1653.23,1907.11,-253.88,158601.58,155947.4,0.0,0.0
2557,"01-11-2022","Flexi Cap Fund","Open ended Schemes","Growth/Equity Oriented Schemes",33.0,12481293.0,3401.45,4264.88,-863.43,252855.66,249520.53,0.0,0.0
2558,"01-11-2022","Conservative Hybrid Fund","Open ended Schemes","Hybrid Schemes",20.0,516008.0,355.44,441.6,-86.16,22783.88,22646.58,1.0,0.0
2559,"01-11-2022","Balanced Hybrid Fund/Aggressive Hybrid Fund","Open ended Schemes","Hybrid Schemes",31.0,5266770.0,2073.24,2607.03,-533.79,161371.3,160071.23,2.0,9.3273
2560,"01-11-2022","Dynamic Asset Allocation/Balanced Advantage Fund","Open ended Schemes","Hybrid Schemes",27.0,4426119.0,3091.32,4685.77,-1594.45,196899.36,196603.25,0.0,0.0
2561,"01-11-2022","Multi Asset Allocation Fund","Open ended Schemes","Hybrid Schemes",9.0,854585.0,503.58,417.79,85.8,22361.82,23192.73,0.0,0.0
2562,"01-11-2022","Arbitrage Fund","Open ended Schemes","Hybrid Schemes",26.0,475354.0,4211.65,8286.29,-4074.64,73328.99,87864.67,0.0,0.0
2563,"01-11-2022","Equity Savings Fund","Open ended Schemes","Hybrid Schemes",22.0,363184.0,400.63,674.71,-274.08,17055.03,17709.12,2.0,25.8129
2564,"01-11-2022","Retirement Fund","Open ended Schemes","Solution Oriented Schemes",26.0,2731618.0,196.66,159.57,37.09,18232.92,17949.72,0.0,0.0
2565,"01-11-2022","Childrens Fund","Open ended Schemes","Solution Oriented Schemes",10.0,2912681.0,106.25,50.5,55.75,14451.26,14233.55,0.0,0.0
2566,"01-11-2022","Index Funds","Open ended Schemes","Other Schemes",137.0,3078798.0,10912.42,2310.69,8601.73,123711.33,118650.94,0.0,0.0
2567,"01-11-2022","GOLD ETF","Open ended Schemes","Other Schemes",11.0,4667294.0,57.75,252.49,-194.74,20832.77,20427.38,0.0,0.0
2568,"01-11-2022","Other ETFs","Open ended Schemes","Other Schemes",146.0,11677116.0,10066.63,8099.35,1967.28,501541.48,490194.78,0.0,0.0
2569,"01-11-2022","Fund of funds investing overseas","Open ended Schemes","Other Schemes",49.0,1252936.0,611.59,591.8,19.79,20863.17,20334.75,0.0,0.0
2570,"01-11-2022","Fixed Term Plan","Close Ended Schemes","Income/Debt Oriented Schemes",90.0,119915.0,3703.03,428.56,3274.46,18672.77,17082.24,0.0,0.0
2571,"01-11-2022","Capital Protection Oriented Schemes","Close Ended Schemes","Income/Debt Oriented Schemes",7.0,12654.0,0.0,0.0,0.0,640.37,637.2,0.0,0.0
2572,"01-11-2022","Infrastructure Debt Fund","Close Ended Schemes","Income/Debt Oriented Schemes",8.0,80.0,0.0,0.0,0.0,2098.48,2091.39,0.0,0.0
2573,"01-11-2022","Other Debt Scheme","Close Ended Schemes","Income/Debt Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2574,"01-11-2022","ELSS","Close Ended Schemes","Growth/Equity Oriented Schemes",19.0,302897.0,0.0,34.3,-34.3,3760.11,3718.48,0.0,0.0
2575,"01-11-2022","Other Equity Schemes","Close Ended Schemes","Growth/Equity Oriented Schemes",12.0,68262.0,0.0,-0.0,0.0,3338.34,3294.37,0.0,0.0
2576,"01-11-2022","Other Schemes","Close Ended Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2577,"01-11-2022","Income/Debt Oriented Schemes","Interval Schemes","Income/Debt Oriented Schemes",12.0,2890.0,212.33,125.45,86.88,699.76,678.19,0.0,0.0
2578,"01-11-2022","Growth/Equity Oriented Schemes","Interval Schemes","Growth/Equity Oriented Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2579,"01-11-2022","Other Schemes","Interval Schemes","Other Schemes",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
